"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"RYTM","Rhythm Pharmaceuticals, Inc.","25.57","880268473.1","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rytm",
"RIGL","Rigel Pharmaceuticals, Inc.","2.3","384511902.4","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rigl",
"RIOT","Riot Blockchain, Inc","4.67","68942318.03","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/riot",
"RAD","Rite Aid Corporation","8.77","473539044.1","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/rad",
"RTTR","Ritter Pharmaceuticals, Inc.","0.7501","6782653.2332","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rttr",
"RCKT","Rocket Pharmaceuticals, Inc.","19.01","956002197.37","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rckt",
"RMTI","Rockwell Medical, Inc.","5.21","297482283.67","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/rmti",
"RTIX","RTI Surgical Holdings, Inc.","5.52","406103297.76","n/a","2000","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rtix",
"RUBY","Rubius Therapeutics, Inc.","15.55","1241616107.25","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ruby",
"SAGE","Sage Therapeutics, Inc.","167.34","8543128696.8","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sage",
"SGMO","Sangamo Therapeutics, Inc.","11.57","1332387859.79","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgmo",
"GCVRZ","Sanofi","0.5","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","43.68","9495407463.36","217385702","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sny",
"SRPT","Sarepta Therapeutics, Inc.","120.86","8960347565.54","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srpt",
"SVRA","Savara, Inc.","11.13","398790571.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/svra",
"SRRK","Scholar Rock Holding Corporation","22.06","578356880.82","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/srrk",
"SCPH","scPharmaceuticals Inc.","3.6","66889548","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scph",
"SCYX","SCYNEXIS, Inc.","1.5","75222687","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scyx",
"SPNE","SeaSpine Holdings Corporation","15.36","290241884.16","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","67.25","10848408396.75","n/a","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgen",
"EYES","Second Sight Medical Products, Inc.","0.9934","123378254.4574","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.2199","0","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyesw",
"SEEL","Seelos Therapeutics, Inc.","2.94","59428460.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/seel",
"SEM","Select Medical Holdings Corporation","14.49","1960152123.51","n/a","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","2.35","105251858.75","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/selb",
"SLS","SELLAS Life Sciences Group, Inc. ","0.9863","23845257.2925","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sls",
"SRTS","Sensus Healthcare, Inc.","6.32","104395289.44","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","0.25","0","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srtsw",
"MCRB","Seres Therapeutics, Inc.","5.04","206883734.4","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb",
"SESN","Sesen Bio, Inc.","1.3","100704216.6","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sesn",
"SWAV","ShockWave Medical, Inc.","43.43","1168560673.66","n/a","2019","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/swav",
"SIBN","SI-BONE, Inc.","17.38","425096342.44","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sibn",
"SNNA","Sienna Biopharmaceuticals, Inc.","1.97","59840365.4","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","8.4","245397381.6","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/sien",
"SRRA","Sierra Oncology, Inc.","1.44","107551127.52","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srra",
"SIGA","SIGA Technologies Inc.","5.55","449225458.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/siga",
"SILK","Silk Road Medical, Inc.","38.11","1152025627.49","n/a","2019","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/silk",
"SVA","Sinovac Biotech, Ltd.","6.47","460249285.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sva",
"SINT","SiNtx Technologies, Inc.","0.21","4576664.61","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sint",
"SNN","Smith & Nephew SNATS, Inc.","42.2","18462614319.8","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/snn",
"SLNO","Soleno Therapeutics, Inc.","2.06","65459763.04","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slno",
"SLNOW","Soleno Therapeutics, Inc.","0.13","0","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/slnow",
"SLGL","Sol-Gel Technologies Ltd.","7.03","133218275.04","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slgl",
"SLDB","Solid Biosciences Inc.","9.84","348561483.6","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sldb",
"SNGX","Soligenix, Inc.","0.7107","12927070.1256","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngx",
"SNGXW","Soligenix, Inc.","0.1","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sngxw",
"SOLY","Soliton, Inc.","12.27","179301510","n/a","2019","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/soly",
"SNOA","Sonoma Pharmaceuticals, Inc.","0.89","10655371.92","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoa",
"SNOAW","Sonoma Pharmaceuticals, Inc.","0.0074","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snoaw",
"SPHS","Sophiris Bio, Inc.","0.8797","26582018.058","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sphs",
"SRNE","Sorrento Therapeutics, Inc.","3.7","452436340.4","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/srne",
"ONCE","Spark Therapeutics, Inc.","108.03","4102039755.06","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/once",
"SPPI","Spectrum Pharmaceuticals, Inc.","9.8","1097120064.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sppi",
"SPRO","Spero Therapeutics, Inc.","11.24","196202618.76","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/spro",
"SBPH","Spring Bank Pharmaceuticals, Inc.","7.05","115924080.6","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbph",
"STAA","STAAR Surgical Company","25","1111821150","n/a","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/staa",
"MITO","Stealth BioTherapeutics Corp.","14.62","90644000","6200000","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mito",
"SBOT","Stellar Biotechnologies, Inc.","1.02","5437329.3","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbot",
"STML","Stemline Therapeutics, Inc.","15.33","667914011.73","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/stml",
"STE","STERIS plc","133.23","11259776105.37","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ste",
"SSKN","Strata Skin Sciences, Inc.","2.68","83325981.12","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sskn",
"SBBP","Strongbridge Biopharma plc","3.47","187962779.56","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbbp",
"SYK","Stryker Corporation","190.71","71289321310.35","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/syk",
"SMMT","Summit Therapeutics plc","1.77","12327818.13","6964869","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/smmt",
"SNSS","Sunesis Pharmaceuticals, Inc.","1.37","92581979.19","n/a","2005","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snss",
"SSY","SunLink Health Systems, Inc.","1.6359","11429796.0945","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ssy",
"SUPN","Supernus Pharmaceuticals, Inc.","37.78","1978699089.44","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/supn",
"SURF","Surface Oncology, Inc.","4.87","135548706.7","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/surf",
"SGRY","Surgery Partners, Inc.","11.04","538767456","n/a","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","45.33","611151525.75","n/a","1998","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srdx",
"STRO","Sutro Biopharma, Inc.","10.2","233839498.2","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/stro",
"SNDX","Syndax Pharmaceuticals, Inc.","7.16","194005777.64","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx",
"SYNH","Syneos Health, Inc.","47.27","4904225345.78","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/synh",
"SYN","Synthetic Biologics, Inc","0.6399","9908474.5989","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syn",
"THOR","Synthorx, Inc.","17.04","547703326.56","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/thor",
"SYRS","Syros Pharmaceuticals, Inc.","6.9","292799982","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs",
"TTOO","T2 Biosystems, Inc.","2.82","125036665.26","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"TCMD","Tactile Systems Technology, Inc.","53.38","1004108653.64","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd",
"TLC","Taiwan Liposome Company, Ltd.","5.8","22710190","3915550","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TAK","Takeda Pharmaceutical Company Limited","18.35","56944670823.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tak",
"TNDM","Tandem Diabetes Care, Inc.","67.36","3911409353.76","n/a","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm",
"TARO","Taro Pharmaceutical Industries Ltd.","107.44","4192241220.24","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/taro",
"TCRR","TCR2 Therapeutics Inc.","16.92","405063124.92","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcrr",
"TDOC","Teladoc Health, Inc.","60.93","4356385630.65","n/a","2015","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/tdoc",
"TFX","Teleflex Incorporated","300.36","13837981975.56","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tfx",
"TLGT","Teligent, Inc.","0.9759","52478262.2739","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",
"TENX","Tenax Therapeutics, Inc.","1.53","9416284.02","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx",
"THC","Tenet Healthcare Corporation","21.4","2207017545.4","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/thc",
"TTPH","Tetraphase Pharmaceuticals, Inc.","1.06","57519630.12","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",
"TEVA","Teva Pharmaceutical Industries Limited","15.18","16570457685.54","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/teva",
"TGTX","TG Therapeutics, Inc.","8.14","682706244.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx",
"COO","The Cooper Companies, Inc. ","293.91","14511552605.67","n/a","n/a","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/coo",
"ENSG","The Ensign Group, Inc.","51.42","2751965645.46","n/a","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg",
"MDCO","The Medicines Company","31.89","2356662995.61","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdco",
"TXMD","TherapeuticsMD, Inc.","4.36","1051465644.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/txmd",
"TRPX","Therapix Biosciences Ltd.","3.4","11745942.6","3454689","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx",
"TBPH","Theravance Biopharma, Inc.","25.05","1405457880.15","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tbph",
"TMDI","Titan Medical Inc.","2.8","87220663.6","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tmdi",
"TTNP","Titan Pharmaceuticals, Inc.","1.68","22652495.04","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ttnp",
"TVTY","Tivity Health, Inc.","22.85","1088802248.65","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/tvty",
"TLSA","Tiziana Life Sciences plc","8.867","7209252.281","813043","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlsa",
"TOCA","Tocagen Inc.","10.08","234571296.96","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/toca",
"TNXP","Tonix Pharmaceuticals Holding Corp.","2.1","12788428.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tnxp",
"TCON","TRACON Pharmaceuticals, Inc.","0.6509","19461062.5282","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcon",
"TRXC","TransEnterix, Inc.","2.06","447103790.5","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/trxc",
"TBIO","Translate Bio, Inc.","9.36","424192476.24","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tbio",
"TRVN","Trevena, Inc.","1.51","139453993.38","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trvn",
"TCDA","Tricida, Inc.","33.51","1645712692.92","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tcda",
"TRIL","Trillium Therapeutics Inc.","0.58","15247521.98","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tril",
"TRIB","Trinity Biotech plc","2.77","66360405.25","23956825","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",
"TROV","TrovaGene, Inc.","3.62","17818367.62","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/trov",
"TRUP","Trupanion, Inc.","32.74","1129143504.3","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/trup",
"TPTX","Turning Point Therapeutics, Inc.","32.54","0","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tptx",
"TWST","Twist Bioscience Corporation","25.04","701568816.96","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/twst",
"TYME","Tyme Technologies, Inc.","1.56","174635834.88","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"USPH","U.S. Physical Therapy, Inc.","115.6","1475182235.2","n/a","1992","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/usph",
"RARE","Ultragenyx Pharmaceutical Inc.","67.99","3898480445.73","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rare",
"QURE","uniQure N.V.","58.74","2220327886.26","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/qure",
"UTHR","United Therapeutics Corporation","98.64","4321508655.6","n/a","1999","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/uthr",
"UNH","UnitedHealth Group Incorporated","231.95","220873118269.6","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/unh",
"UBX","Unity Biotechnology, Inc.","8.53","365997980.97","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ubx",
"UHS","Universal Health Services, Inc.","123","11205243666","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/uhs",
"UMRX","Unum Therapeutics Inc.","3.35","100804387.7","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",
"URGN","UroGen Pharma Ltd.","36.37","755118413.51","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",
"UROV","Urovant Sciences Ltd.","8.04","243796204.44","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urov",
"UTMD","Utah Medical Products, Inc.","83.6","311217720","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/utmd",
"VCNX","Vaccinex, Inc.","6.95","79756455.55","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vcnx",
"VLRX","Valeritas Holdings, Inc.","0.339","34880854.125","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vlrx",
"VNDA","Vanda Pharmaceuticals Inc.","15.89","841592811.64","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vnda",
"VAPO","Vapotherm, Inc.","17.85","308990390.1","n/a","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/vapo",
"VAR","Varian Medical Systems, Inc.","139.13","12629874548.91","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/var",
"VBLT","Vascular Biogenics Ltd.","1.28","45927843.84","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",
"VXRT","Vaxart, Inc.","0.7164","5975627.7996","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vxrt",
"VBIV","VBI Vaccines, Inc.","1.94","124312835.14","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vbiv",
"VCYT","Veracyte, Inc.","24.6","1024408033.8","n/a","2013","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/vcyt",
"VSTM","Verastem, Inc.","2.03","149970186.17","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vstm",
"VCEL","Vericel Corporation","17.65","773192808.7","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vcel",
"VRML","Vermillion, Inc.","1.27","95926589.96","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vrml",
"VRNA","Verona Pharma plc","6.5999","60895482.1272","9226728","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",
"VRCA","Verrica Pharmaceuticals Inc.","9.46","243202268.1","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrca",
"VRTX","Vertex Pharmaceuticals Incorporated","173.87","44568668089.08","n/a","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrtx",
"VERU","Veru Inc.","1.45","91037496","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/veru",
"VICL","Vical Incorporated","1.16","25320126.2","n/a","1993","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vicl",
"VRAY","ViewRay, Inc.","7.96","771743714.88","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vray",
"VKTX","Viking Therapeutics, Inc.","8.46","609353978.22","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktx",
"VKTXW","Viking Therapeutics, Inc.","6.7134","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vktxw",
"VTGN","VistaGen Therapeutics, Inc.","0.557","22904099.005","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtgn",
"VIVE","Viveve Medical, Inc.","0.5","23244296.5","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/vive",
"VVUS","VIVUS, Inc.","3.73","39676621.72","n/a","1994","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vvus",
"VNRX","VolitionRX Limited","3.32","125542450.12","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vnrx",
"VYGR","Voyager Therapeutics, Inc.","22.51","829055815.56","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vygr",
"VTVT","vTv Therapeutics Inc.","1.54","71939282.8","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtvt",
"WBA","Walgreens Boots Alliance, Inc.","54.08","49445288730.24","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/wba",
"WVE","WAVE Life Sciences Ltd.","27.88","955040719.28","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/wve",
"WCG","WellCare Health Plans, Inc.","261.5","13154340930.5","n/a","2004","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/wcg",
"WMGI","Wright Medical Group N.V.","29.93","3774833764.61","n/a","2011","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/wmgi",
"XFOR","X4 Pharmaceuticals, Inc.","20.41","252873450.44","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xfor",
"XBIT","XBiotech Inc.","9.2","331637975.2","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xbit",
"XNCR","Xencor, Inc.","32.7","1840753926.3","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xncr",
"XBIO","Xenetic Biosciences, Inc.","1.38","14412566.82","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xbio",
"XENE","Xenon Pharmaceuticals Inc.","9.36","241031849.76","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xene",
"XERS","Xeris Pharmaceuticals, Inc.","10.63","286335377.68","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xers",
"XOMA","XOMA Corporation","13.05","113707377.45","n/a","1986","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xoma",
"XTNT","Xtant Medical Holdings, Inc.","3.19","41986020.78","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xtnt",
"XTLB","XTL Biopharmaceuticals Ltd.","2.25","6175939.5","2744862","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xtlb",
"YMAB","Y-mAbs Therapeutics, Inc.","22.82","780299458.12","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ymab",
"ZFGN","Zafgen, Inc.","2.65","98916271.75","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zfgn",
"ZLAB","Zai Lab Limited","26.37","548083362.24","20784352","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zlab",
"ZEAL","Zealand Pharma A/S","20.4541","64064000.2526","3132086","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zeal",
"ZBH","Zimmer Biomet Holdings, Inc.","124.31","25431286098.08","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/zbh",
"ZIOP","ZIOPHARM Oncology Inc","4.68","759538231.92","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ziop",
"ZTS","Zoetis Inc.","103.75","49711538288.75","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zts",
"ZGNX","Zogenix, Inc.","38.02","1612312581.18","n/a","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zgnx",
"ZOM","Zomedica Pharmaceuticals Corp.","0.3435","37111189.713","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zom",
"ZSAN","Zosano Pharma Corporation","3.64","61781861.96","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zsan",
"ZYME","Zymeworks Inc.","19.24","616612735.96","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zyme",
"ZYNE","Zynerba Pharmaceuticals, Inc.","11.45","241308704.2","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zyne",
"ZYXI","Zynex, Inc.","6.9","222442365.6","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/zyxi",
